0 1.67
10 1.86
20 5.13
30 8.13
40 9.43
50 11.05
60 11.66
70 12.74
80 7.63
90 1.63
100 1.32
110 1.20
120 1.36
130 1.51
140 1.30
150 1.38
160 1.42
170 1.32
180 1.37
190 1.36
200 1.57
210 1.53
220 1.25
230 1.42
240 1.53
250 1.36
260 1.37
270 1.37
280 1.28
290 1.42
300 1.33
310 1.31
320 1.28
330 1.37
340 1.29
350 1.29
360 1.46
370 1.52
380 1.47
390 1.51
400 1.79
410 1.47
420 1.27
430 1.27
440 1.43
450 1.41
460 1.53
470 1.80
480 1.41
490 1.53
500 1.39
510 1.41
520 1.54
530 1.36
540 1.50
550 1.58
560 1.51
570 1.56
580 1.38
590 1.49
600 1.64
610 1.47
620 1.58
630 1.56
640 1.42
650 1.42
660 1.32
670 1.58
680 1.39
690 1.46
700 1.29
710 1.52
720 1.51
730 1.40
740 1.70
750 1.44
760 1.53
770 1.67
780 1.34
790 1.58
800 1.25
810 1.66
820 1.50
830 1.24
840 1.58
850 1.75
860 1.52
870 1.40
880 1.48
890 1.27
900 1.50
910 1.72
920 1.75
930 1.41
940 1.72
950 1.73
960 1.67
970 1.75
980 1.50
990 1.59
1000 1.29
