0 1.68
10 1.78
20 5.15
30 7.84
40 9.17
50 11.44
60 11.78
70 12.57
80 7.28
90 1.59
100 1.41
110 1.40
120 1.25
130 1.25
140 1.36
150 1.56
160 1.57
170 1.25
180 1.32
190 1.31
200 1.21
210 1.28
220 1.16
230 1.26
240 1.33
250 1.31
260 1.66
270 1.34
280 1.32
290 1.34
300 1.43
310 1.30
320 1.25
330 1.22
340 1.43
350 1.31
360 1.35
370 1.58
380 1.63
390 1.46
400 1.51
410 1.58
420 1.30
430 1.60
440 1.43
450 1.46
460 1.33
470 1.48
480 1.57
490 1.27
500 1.58
510 1.29
520 1.48
530 1.56
540 1.49
550 1.49
560 1.62
570 1.50
580 1.72
590 1.46
600 1.36
610 1.42
620 1.42
630 1.51
640 1.64
650 1.36
660 1.33
670 1.75
680 1.24
690 1.52
700 1.38
710 1.42
720 1.60
730 1.42
740 1.48
750 1.47
760 1.48
770 1.54
780 1.53
790 1.39
800 1.43
810 1.62
820 1.75
830 1.33
840 1.44
850 1.51
860 1.61
870 1.37
880 1.94
890 1.62
900 1.46
910 1.70
920 1.55
930 1.62
940 1.70
950 1.71
960 1.79
970 1.95
980 1.64
990 1.60
1000 1.54
