-3 0.105263157894737
-2.4 0.159744408945687
-1.8 0.267379679144385
-1.2 0.515463917525773
-0.6 1.16279069767442
0 2
0.6 1.16279069767442
1.2 0.515463917525773
1.8 0.267379679144385
2.4 0.159744408945687
3 0.105263157894737


-3 0.105263157894737
-2.88 0.116159408104927
-2.76 0.127055658315117
-2.64 0.137951908525307
-2.52 0.148848158735497
-2.4 0.159744408945687
-2.28 0.181271462985426
-2.16 0.202798517025166
-2.04 0.224325571064906
-1.92 0.245852625104645
-1.8 0.267379679144385
-1.68 0.316996526820663
-1.56 0.36661337449694
-1.44 0.416230222173218
-1.32 0.465847069849496
-1.2 0.515463917525773
-1.08 0.644929273555502
-0.96 0.774394629585231
-0.84 0.903859985614961
-0.72 1.03332534164469
-0.6 1.16279069767442
-0.48 1.33023255813953
-0.36 1.49767441860465
-0.24 1.66511627906977
-0.12 1.83255813953488
0 2
0.12 1.83255813953488
0.24 1.66511627906977
0.36 1.49767441860465
0.48 1.33023255813953
0.6 1.16279069767442
0.72 1.03332534164469
0.84 0.903859985614961
0.96 0.774394629585232
1.08 0.644929273555502
1.2 0.515463917525773
1.32 0.465847069849495
1.44 0.416230222173218
1.56 0.36661337449694
1.68 0.316996526820663
1.8 0.267379679144385
1.92 0.245852625104645
2.04 0.224325571064906
2.16 0.202798517025166
2.28 0.181271462985427
2.4 0.159744408945687
2.52 0.148848158735497
2.64 0.137951908525307
2.76 0.127055658315117
2.88 0.116159408104927


-3 0
-2.88 0.0132853539599798
-2.76 0.0278782579451825
-2.64 0.0437787119556078
-2.52 0.0609867159912561
-2.4 0.0795022700521271
-2.28 0.0999632223679939
-2.16 0.123007421168629
-2.04 0.148634866454034
-1.92 0.176845558224207
-1.8 0.207639496479149
-1.68 0.242702068837051
-1.56 0.283718662916108
-1.44 0.330689278716317
-1.32 0.38361391623768
-1.2 0.442492575480196
-1.08 0.512116166945073
-0.96 0.597275601133517
-0.84 0.697970878045528
-0.72 0.814201997681107
-0.6 0.945968960040254
-0.48 1.09555035538909
-0.36 1.26522477399374
-0.24 1.45499221585421
-0.12 1.66485268097049
0 1.89480616934258
0.12 2.12475965771467
0.24 2.33462012283095
0.36 2.52438756469142
0.48 2.69406198329607
0.6 2.8436433786449
0.72 2.97541034100405
0.84 3.09164146063963
0.96 3.19233673755164
1.08 3.27749617174009
1.2 3.34711976320496
1.32 3.40599842244748
1.44 3.45892305996884
1.56 3.50589367576905
1.68 3.54691026984811
1.8 3.58197284220601
1.92 3.61276678046095
2.04 3.64097747223112
2.16 3.66660491751653
2.28 3.68964911631716
2.4 3.71011006863303
2.52 3.7286256226939
2.64 3.74583362672955
2.76 3.76173408073998
2.88 3.77632698472518


1 1 1
1 2 4
1 3 9
1 4 16
1 5 25


0 0
0 0
0 0
0 0


1 0
1 0
1 0
1 0


2 1
4 1
6 1
8 1
