0 9.99999971718069E-10 0
0.02 1.02318803405638E-07 3.08156822975691E-10
0.04 1.38210740865952E-07 1.45121220596067E-10
0.06 1.30481638396795E-07 3.93306776036439E-10
0.08 9.60585434389705E-08 1.58982257913998E-10
0.1 4.96221954915388E-08 1.82835829809491E-11
0.2 1.31141684123204E-07 2.10475914474983E-10
0.3 7.62709882473622E-08 4.59126348051342E-10
0.4 6.84672844530887E-08 4.66643945706835E-11
0.5 1.38304747210327E-07 1.86954896008729E-10
0.6 9.38494372215715E-08 1.5207501924408E-10
0.7 1.21438969991061E-08 1.62568403183627E-10
0.8 1.05257808136194E-07 2.92023516479389E-10
0.9 1.37086331952752E-07 4.22895052309968E-10
1 1.03252410066368E-07 5.01862995605507E-11
1.1 2.67964042066637E-08 6.19526507872337E-09
1.2 5.75062124585912E-08 3.05627101404582E-09
1.3 1.17438551994198E-07 1.12485198933143E-09
1.4 1.38268515414985E-07 2.62090571467866E-10
1.5 1.2040297203697E-07 6.77419231820409E-10
1.6 7.28062898858184E-08 4.2911052489103E-10
1.7 1.12076063985E-08 3.57816110074793E-10
1.8 4.81884736558413E-08 3.40725336833714E-10
1.9 9.50233592922345E-08 2.47909803796631E-10
2 1.25418781138364E-07 3.63780117140777E-11
2.1 1.37559241997209E-07 4.23729162868369E-10
2.2 1.35788811861381E-07 2.53504439662322E-10
2.3 1.22237684085924E-07 4.23186041764723E-10
2.4 1.03881994784061E-07 1.17343579297824E-10
2.5 8.34633940849372E-08 3.76019215764245E-11
3 1.51488978028524E-08 4.82816453484247E-10
3.5 1.21713605860663E-09 6.3882343859234E-11
