0.01 5 -0.496404126730863
0.02 5 -0.496365494607009
0.03 5 -0.496186838156527
0.04 5 -0.496211077850248
0.05 5 -0.496095382435956
0.06 5 -0.495839557734711
0.07 5 -0.495614002494344
0.08 5 -0.495361980236337
0.09 5 -0.495083555031061
0.1 5 -0.495135135750407
0.11 5 -0.494572328198244
0.12 5 -0.494090698152696
0.13 5 -0.493899396919465
0.14 5 -0.493298533440797
0.15 5 -0.493252205123167
0.16 5 -0.492922738599976
0.17 5 -0.492320022610231
0.18 5 -0.491406465160699
0.19 5 -0.491482314941913
0.2 5 -0.491361845741621
0.21 5 -0.489723464426405
0.22 5 -0.48926456783989
0.23 5 -0.48863288211872
0.24 5 -0.487820182058556
0.25 5 -0.488600409230152
0.26 5 -0.487609009124195
0.27 5 -0.486412699135102
0.28 5 -0.484950479175242
0.29 5 -0.485557649583484
0.3 5 -0.483890158307919
0.31 5 -0.48432986167486
0.32 5 -0.4824158074637
0.33 5 -0.482761745079808
0.34 5 -0.480521222053933
0.35 5 -0.48083604497593
0.36 5 -0.478134713546323
0.37 5 -0.47848029468519
0.38 5 -0.478611236721873
0.39 5 -0.475543783404302
0.4 5 -0.475770773814503
0.41 5 -0.475810509660105
0.42 5 -0.472151729866226
0.43 5 -0.472353840028939
0.44 5 -0.472381334083647
0.45 5 -0.472257949111313
0.46 5 -0.468024008592964
0.47 5 -0.468123066839703
0.48 5 -0.468070332452587
0.49 5 -0.46788461276273
0.5 5 -0.467582237398361
0.51 5 -0.462704078283484
0.52 5 -0.462676683305052
0.53 5 -0.462521750391652
0.54 5 -0.462253547897818
0.55 5 -0.46188465140757
0.56 5 -0.455666669398104
0.57 5 -0.455655616342838
0.58 5 -0.455525430707253
0.59 5 -0.455288128067453
0.6 5 -0.454954445457727
0.61 5 -0.454533986467825
0.62 5 -0.454035348700319
0.63 5 -0.446280960767264
0.64 5 -0.446212156941653
0.65 5 -0.446041462130818
0.66 5 -0.445777998850529
0.67 5 -0.44543003510378
0.68 5 -0.445005070682703
0.69 5 -0.44450991404473
0.7 5 -0.44395075088747
0.71 5 -0.443333205399622
0.72 5 -0.433266147381163
0.73 5 -0.433160044389568
0.74 5 -0.432968596509455
0.75 5 -0.432698494723409
0.76 5 -0.432355887479661
0.77 5 -0.431946428628492
0.78 5 -0.431475320731207
0.79 5 -0.43094735423171
0.8 5 -0.43036694292379
0.81 5 -0.429738156097517
0.82 5 -0.429064747704618
0.83 5 -0.428350182844629
0.84 5 -0.414468894080972
0.85 5 -0.414364686992942
0.86 5 -0.414190839300458
0.87 5 -0.41395204107403
0.88 5 -0.413652659821642
0.89 5 -0.413296764882114
0.9 5 -0.412888149782295
0.91 5 -0.412430352745433
0.92 5 -0.411926675519168
0.93 5 -0.411380200674719
0.94 5 -0.410793807513857
0.95 5 -0.410170186706843
0.96 5 -0.409511853772587
0.97 5 -0.408821161501549
0.98 5 -0.408100311412378
0.99 5 -0.407351364324685
1 5 -0.406576250122651
